paragraph_id,doc_id,source_name,title,company,sector,document_type,theme,source_method,url,date,text,char_count,category,confidence,sentiment,model,classified_at
DOC_6ab8131a0645_P0007,DOC_6ab8131a0645,GDELT/RSS,Case Study Large-scale fire testing BESS in accordance with new NFPA 855 standard,Various,Grid Infrastructure,Article,General Energy,rebuild,,2025-11-01,"With this in mind, we prepared a primary, secondary, and tertiary ignition module. First, we equipped a primary module with film heaters strategically placed between four individual battery cells within a module. We then prepared a second module in the same manner, just in case the primary failed to induce thermal runway. Finally, we had a third module exposed to a flamethrower as a last resort scenario. The Results of the Large-Scale Fire Test
I was fortunate to be the one who pushed the button that initiated the test. The internal film heaters were triggered and began ramping up at a rate of approximately 5°C per minute. After about an hour of increasing heat, flames began pouring from the roof of the initiating container — a good sign.",748,Not Relevant,1.0,neutral,deepseek-chat,2026-04-30T14:00:07.078152
DOC_6ab8131a0645_P0008,DOC_6ab8131a0645,GDELT/RSS,Case Study Large-scale fire testing BESS in accordance with new NFPA 855 standard,Various,Grid Infrastructure,Article,General Energy,rebuild,,2025-11-01,"The flames then quickly spread across the entire top of the unit, as expected, and we could smell the burning heavy metal (don’t worry, we were all masked). During the test, the igniting container experienced sustained flames exceeding 1300°C, simulating an extreme fire scenario. Although massive flames spread from the initiating container to the top of the target backside container, cell temperatures in the adjacent containers remained far below critical safety limits. The maximum cell temperature of the back-to-back container reached 43.9°C, the side-to-side container below 23.9°C, and the face-to-face container below 28.6°C. The visible fire lasted a total of nine hours, but the container remained too hot to open for another three full days.",754,Not Relevant,0.95,neutral,deepseek-chat,2026-04-30T14:00:09.386472
DOC_6ab8131a0645_P0009,DOC_6ab8131a0645,GDELT/RSS,Case Study Large-scale fire testing BESS in accordance with new NFPA 855 standard,Various,Grid Infrastructure,Article,General Energy,rebuild,,2025-11-01,"Following the test, a detailed inspection showed that some components in the electrical compartment of the initiating container were not only intact but also operational. Adjacent containers remained structurally sound and fully functional. Fire protection systems in adjacent containers maintained 100% availability, module-level thermal management systems remained operational, and cell charge/discharge performance was unaffected. When we checked the back-side target container, internal components remained unscathed, and the batteries were performing as expected. The flame that spread across the top of the backside target container caused only superficial damage, with scorch marks and burnt paint.",705,Not Relevant,0.95,neutral,deepseek-chat,2026-04-30T14:00:11.578723
DOC_6ab8131a0645_P0010,DOC_6ab8131a0645,GDELT/RSS,Case Study Large-scale fire testing BESS in accordance with new NFPA 855 standard,Various,Grid Infrastructure,Article,General Energy,rebuild,,2025-11-01,"If the fire had spread internally, there would have been a larger problem, and the batteries could have potentially succumbed to excessive heating. Hiller had an engineering representative on-site throughout the entire process, who provided thoughtful recommendations and insightful feedback and was integral to our shared success with the LSFT. TÜV Rheinland completed the formal UL 9540A documentation for our LSFT and officially presented the full test report at the World Future Energy Summit. Despite the extreme testing conditions of an LSFT, Elementa 2 Pro demonstrated effective system-level safety design by maintaining structural stability and controlled thermal behavior, with no observed thermal runaway propagation to adjacent containers.",751,Not Relevant,0.95,neutral,deepseek-chat,2026-04-30T14:00:13.817593
DOC_6ab8131a0645_P0011,DOC_6ab8131a0645,GDELT/RSS,Case Study Large-scale fire testing BESS in accordance with new NFPA 855 standard,Various,Grid Infrastructure,Article,General Energy,rebuild,,2025-11-01,"By exceeding standard acceptance criteria, the results confirm Elementa 2 Pro’s strong system-level reliability and robust design under severe fire conditions. This test serves as an industry benchmark for the updated edition of NFPA 855 and validates Elementa 2 Pro’s safety design features, enabling permitting and regulatory approval. To learn more about our LSFT of the Elementa 2 Pro, watch this episode of “BESS Basics” and check out this podcast, where I go into more detail about the experience. Originally published in Factor This. About The Author
Mike Watson is a recognized leader in the battery energy storage industry, with deep expertise in regulatory compliance, product development, and strategic growth initiatives.",733,Not Relevant,0.95,neutral,deepseek-chat,2026-04-30T14:00:16.202667
DOC_6ab8131a0645_P0012,DOC_6ab8131a0645,GDELT/RSS,Case Study Large-scale fire testing BESS in accordance with new NFPA 855 standard,Various,Grid Infrastructure,Article,General Energy,rebuild,,2025-11-01,"With a background in electrical engineering and business, he has played a pivotal role in advancing energy storage technologies and ensuring their safety and reliability. As an active member of Underwriters Laboratory’s (UL) Standards Technical Panel meetings for UL 9540 and UL 9540A, he gains insights into the development of critical safety standards that influence the industry’s future. Throughout his career, Mike has combined technical insight with strategic foresight, helping organizations navigate complex regulatory landscapes and bring innovative storage solutions to market. His work has had a lasting impact on the way energy storage systems are designed, deployed, and integrated into modern power grids.",719,Not Relevant,0.95,neutral,deepseek-chat,2026-04-30T14:00:18.372089
DOC_6ab8131a0645_P0013,DOC_6ab8131a0645,GDELT/RSS,Case Study Large-scale fire testing BESS in accordance with new NFPA 855 standard,Various,Grid Infrastructure,Article,General Energy,rebuild,,2025-11-01,"Beyond his professional achievements, Mike is dedicated to mentorship and education. As an Adjunct Professor at Collin College, he teaches courses on communication, leadership, and team dynamics, equipping the next generation of professionals with the skills needed for success. His ability to bridge industry expertise with academic instruction has made him a respected voice in both fields.",392,Not Relevant,1.0,neutral,deepseek-chat,2026-04-30T14:00:20.768614
DOC_73ffd55f9b09_P0001,DOC_73ffd55f9b09,GDELT/RSS,Hydropower expected to bounce back from the West s snow drought,Various,Grid Infrastructure,Article,Renewable/Hydro,rebuild,,2025-12-01,"Hydropower generation in the U.S. is expected to increase by 5% in 2026 despite recent environmental setbacks caused by snow droughts in the West, per the U.S. Energy Information Administration (EIA). In EIA’s April Short-Term Energy Outlook (STEO), the administration projects that hydropower generation will remain 1.8% below the 10-year average due to snow drought conditions in some states. In 2025, hydropower generation increased to 245 billion kilowatt-hours (BkWh), about 4 BkWh more than the record-low generation in 2024. This year, EIA expects hydropower generation will be 259 BkWh, which would represent 6% of U.S. electricity generation. Precipitation in the West has been largely normal as of late, but record warm temperatures in the winter have led to snow drought conditions.",793,Electricity Demand,0.95,neutral,deepseek-chat,2026-04-30T14:00:22.921889
DOC_73ffd55f9b09_P0002,DOC_73ffd55f9b09,GDELT/RSS,Hydropower expected to bounce back from the West s snow drought,Various,Grid Infrastructure,Article,Renewable/Hydro,rebuild,,2025-12-01,"Additionally, a March heat wave in the West led to early snowmelt in California, the Southwest, and the Northwest. Thus, EIA projects hydropower generation will be affected by a lower water supply in the spring and summer. In the Northwest, where the Columbia River Basin contains more than a third of U.S. hydropower capacity, EIA expects hydropower generation to reach 125 BkWh, which would be a 17% increase compared with 2025 and 4% less than the 10-year average. EIA also noted that hydropower generation in December 2025 and January 2026 was “unusually high” due to a series of atmospheric rivers that caused flooding in the area. In California, EIA expects hydropower generation to reach 28.5 BkWh, which would be 6% less than last year’s generation but 15% more than the 10-year average.",795,Electricity Demand,0.95,neutral,deepseek-chat,2026-04-30T14:00:25.190530
DOC_73ffd55f9b09_P0003,DOC_73ffd55f9b09,GDELT/RSS,Hydropower expected to bounce back from the West s snow drought,Various,Grid Infrastructure,Article,Renewable/Hydro,rebuild,,2025-12-01,"At the start of April, levels in most of California’s major reseboirs were above the 30-year historical average for this time of year. California also experienced three consecutive weeks of no drought or “drier than normal” conditions, EIA added. According to the California Department of Water Resources, snowpack conditions as of April 1 were below normal with Northern Sierra Nevada at 7%, Central Sierra at 25%, and Southern Sierra at 39%. Additionally, warmer-than-normal temperatures in March led to some early snowmelt across the state.",543,Not Relevant,0.95,neutral,deepseek-chat,2026-04-30T14:00:27.344079
DOC_8f0edabf388b_P0001,DOC_8f0edabf388b,GDELT/RSS,ANDRITZ lands contract to modernize NYPA s Niagara hydropower plant,Various,Grid Infrastructure,Article,Renewable/Hydro,rebuild,,,"The New York Power Authority (NYPA) has awarded ANDRITZ a contract to supply five new generator stators for the Robert Moses Power Plant. The plant’s modernization and digitization, under the Next Generation Niagara (NGN) upgrade program, is meant to help secure supply of renewable electricity for New York State and support its decarbonization targets. The Robert Moses Power Plant (RMPP) and the Lewiston Pump Generating Plant, with a combined capacity of 2,675 MW, form the Niagara Power Project, the largest hydropower plant in New York State and the third largest in the U.S. Commissioned in the early 1960s, it supplies electricity to businesses across the state and to New York’s municipal and rural electric cooperative systems among others.",750,Policy-Backed Capex,0.95,positive,deepseek-chat,2026-04-30T14:00:29.495589
DOC_8f0edabf388b_P0002,DOC_8f0edabf388b,GDELT/RSS,ANDRITZ lands contract to modernize NYPA s Niagara hydropower plant,Various,Grid Infrastructure,Article,Renewable/Hydro,rebuild,,,"ANDRITZ will design, manufacture and supply five new 215 MVA generator stators to replace several of the existing RMPP’s 13 units. ANDRITZ was selected as a vendor by the Power Authority after an open competitive solicitation. The major NGN modernization effort is intended to extend the plant’s service life and enhance operational reliability. NYPA is also working with ANDRITZ on the modernization of the Lewiston Pump Generating Plant, where another contract for stator upgrade work is in progress. “Hydropower plays an important role in New York’s growing renewable electricity generation,” said Hany Aoude, Regional Executive VP, North America, ANDRITZ.",659,Policy-Backed Capex,0.85,positive,deepseek-chat,2026-04-30T14:00:31.648249
DOC_8f0edabf388b_P0003,DOC_8f0edabf388b,GDELT/RSS,ANDRITZ lands contract to modernize NYPA s Niagara hydropower plant,Various,Grid Infrastructure,Article,Renewable/Hydro,rebuild,,,"“The new stators will upgrade one of the most significant hydropower resources in North America and help ensure reliable, carbon-free electricity for New Yorkers for decades to come.”
Each stator, with a diameter of more than 10 meters (36 feet), will be manufactured on-site. The project will span approximately 10 years.",322,Grid Resilience,0.95,positive,deepseek-chat,2026-04-30T14:00:33.714309
DOC_984622706145_P0001,DOC_984622706145,GDELT/RSS,Drones and data centers the AI boom is outpacing security protocol,Various,Grid Infrastructure,Article,AI/Data Center Demand,rebuild,,,"Across the US, hundreds of data centers are planned and under construction, built to power new energy-hungry AI applications. With established players like OpenAI joining with well-funded AI start-ups, companies are throwing money into these builds, with investment in data center infrastructure forecast to hit a staggering $7 trillion by 2030, according to McKinsey. Yet the race to build infrastructure for powering the AI boom is potentially stymied by a growing threat that existing physical security models are struggling to keep up with: drones.",552,Electricity Demand,0.95,neutral,deepseek-chat,2026-04-30T14:00:35.937297
DOC_984622706145_P0002,DOC_984622706145,GDELT/RSS,Drones and data centers the AI boom is outpacing security protocol,Various,Grid Infrastructure,Article,AI/Data Center Demand,rebuild,,,"With more than one million drones currently registered in the US, security teams are left to ponder the proliferation of the unregistered drones preferred by malicious actors who intentionally target critical sites like data centers — tapping into networks, breaching security, or causing physical damage that interrupts operations. Response action, so far, is insufficient. Critical infrastructure security professionals and government bodies acknowledge drone-based security risks, but the data center industry has been slow to include airspace protection technologies in standard perimeter intrusion detection solutions (PIDS). For bad guys looking to target data centers for cyber theft or vandalism, this lag creates an opportunity.",737,Not Relevant,0.95,negative,deepseek-chat,2026-04-30T14:00:38.100880
DOC_984622706145_P0003,DOC_984622706145,GDELT/RSS,Drones and data centers the AI boom is outpacing security protocol,Various,Grid Infrastructure,Article,AI/Data Center Demand,rebuild,,,"For security professionals, the lag increases safety and security risk. The situation will only be remedied by intentional, forward-thinking action. For new builds, drone detection must be embedded at the design phase, which respects the danger and thoughtfully protects against these 21st-century threats. For older facilities, existing systems must be future-proofed, and frameworks reassessed. And across all data centers, the general wisdom is: If the risk of drones has not yet been considered, it should be. How the emerging threat is taking shape
Hobbyist drone operators have normalized the sight of drones in the airspace, making it tempting to view these small aircraft as innocuous toys.",698,Not Relevant,0.95,neutral,deepseek-chat,2026-04-30T14:00:40.106873
DOC_984622706145_P0004,DOC_984622706145,GDELT/RSS,Drones and data centers the AI boom is outpacing security protocol,Various,Grid Infrastructure,Article,AI/Data Center Demand,rebuild,,,"But drone-related disruptions at European airports highlight how drones have evolved to become safety threats. An analysis found that drone incursion incidents increased fourfold in less than two years at EU airports. Examples like this demand that security professionals recognize the risk drones present. This starts with looking at two key drone-based risk vectors:
- Spying - Drones are ideal for industrial and cyber espionage. A small, fast-moving object with onboard camera, listening device, or Raspberry Pi can fly over fences to evade guards and security cameras, then hover near walls or rooftops to collect high-quality images, audio snippets, or data. - Weaponry - Drones can carry stuff, and the bigger the drone, the heavier the payload capacity.",761,Not Relevant,0.95,negative,deepseek-chat,2026-04-30T14:00:42.389606
DOC_984622706145_P0005,DOC_984622706145,GDELT/RSS,Drones and data centers the AI boom is outpacing security protocol,Various,Grid Infrastructure,Article,AI/Data Center Demand,rebuild,,,"With this capability, a drone can become a device for terrorism, carrying a payload that damages a building or harms the people within it. Incidents at data center sites currently affect little legal recourse. Yet security professionals agree there's a perfect storm brewing. Apart from bad actors, curious and careless operators are also emboldened to navigate drones in places they don't belong. More than one YouTube auditor/influencer has flown over data center sites to take photos they share online with their message. These activities, while innocent, can lay the foundation for future planned nefarious activity by others.",630,Not Relevant,0.95,negative,deepseek-chat,2026-04-30T14:00:44.544286
DOC_984622706145_P0006,DOC_984622706145,GDELT/RSS,Drones and data centers the AI boom is outpacing security protocol,Various,Grid Infrastructure,Article,AI/Data Center Demand,rebuild,,,"In most cases, security staff don't get involved, because they're unaware of the incident, they're ill-informed about drone defense, or they're hamstrung by the rules related to what actions they can take in response. Soft mitigation: The case for a multi-layered drone defense approach
Current FAA and FCC regulations limit drone mitigation measures to special conditions. In nearly all cases, data center security operators can't shoot drones down, jam their signals to stop flight, or prevent their flight path in any way, even if the drones pose a clear safety threat. Lacking the freedom to physically intercede with problematic drones, most data center security professionals wonder if they should bother detecting them at all.",733,Not Relevant,0.95,neutral,deepseek-chat,2026-04-30T14:00:46.594989
DOC_984622706145_P0007,DOC_984622706145,GDELT/RSS,Drones and data centers the AI boom is outpacing security protocol,Various,Grid Infrastructure,Article,AI/Data Center Demand,rebuild,,,"The answer is a resounding yes, and here’s why: you can take meaningful action, you just have to know what you're doing and why. ""Soft"" mitigation of a drone threat comes down to purposefully managing drone detection data. Site-based airspace awareness sensors that generate credible drone location and signal data empower security teams to interpret data, recognize and predict threatening behavior, and act:
- Operations staff can engage in soft-mitigation responses including talking with the pilot, partitioning systems, powering-down, or evacuation. - On-site security teams can quickly and confidently engage local law enforcement for back-up.",649,Not Relevant,0.95,neutral,deepseek-chat,2026-04-30T14:00:48.738346
DOC_984622706145_P0008,DOC_984622706145,GDELT/RSS,Drones and data centers the AI boom is outpacing security protocol,Various,Grid Infrastructure,Article,AI/Data Center Demand,rebuild,,,"- Sites with the sensor technology required for drone tracking and classification and safe kinetic mitigation will be prepared if authorities are granted. An effective soft mitigation response requires a multi-layered approach to detecting and tracking drones. Not all sensors are good at everything, so it's important to know which types to include. Radar is the only sensor type that detects all movement 24/7 regardless of weather or lighting conditions to offer real-time tracking and classification of registered and catalogued drones, non-signal-emitting drones, first-person-view drones (FPVs), and swarms (coordinated drone groupings). Radar that collects and shares high fidelity data can also improve the performance of other sensors and systems.",756,Not Relevant,0.95,neutral,deepseek-chat,2026-04-30T14:00:51.334979
DOC_984622706145_P0009,DOC_984622706145,GDELT/RSS,Drones and data centers the AI boom is outpacing security protocol,Various,Grid Infrastructure,Article,AI/Data Center Demand,rebuild,,,"Together, all elements form a bespoke, multi-layer drone detection solution. Many options for additional sensors exist, including two common types:
- Passive RF sensors monitor the radio frequency (RF) emissions from drones and their ground control stations (GCS). By analyzing these signals, passive RF sensors can identify and locate drones based on their unique radio signatures. - Electro-optical (EO)/Infrared (IR) sensors, commonly known as pan-tilt-zoom (PTV) cameras, use advanced camera technologies to capture visual (EO) and thermal (IR) data, providing a comprehensive picture of the airspace around your data center environment.",641,Not Relevant,1.0,neutral,deepseek-chat,2026-04-30T14:00:53.893979
DOC_984622706145_P0010,DOC_984622706145,GDELT/RSS,Drones and data centers the AI boom is outpacing security protocol,Various,Grid Infrastructure,Article,AI/Data Center Demand,rebuild,,,"Avoiding a retrofit: drone defense starts on day one
As hundreds of new data centers are built to support the AI-driven digital economy, security systems must be designed to work from day one. When data center planners and security teams fail to plan for drone threats early on, they risk leaving some of the world’s most critical digital infrastructure exposed. Waiting to address drone risk invites higher costs and greater exposure. Retrofitting security systems after a facility is built is almost always more expensive and often leaves a site partially unprotected during construction. Instead of forcing a reactive stance, incorporate drone defense from the outset by conducting a Drone Vulnerability Risk Assessment (DVRA) during the design phase of any data center project.",781,Not Relevant,0.95,neutral,deepseek-chat,2026-04-30T14:00:55.977259
DOC_984622706145_P0011,DOC_984622706145,GDELT/RSS,Drones and data centers the AI boom is outpacing security protocol,Various,Grid Infrastructure,Article,AI/Data Center Demand,rebuild,,,"Adjusting a line on a blueprint is far easier and less expensive than moving fences, sensors, or whole buildings once construction is underway or complete. Futureproofing the data center means looking up
The drone threat is escalating rapidly. Staying ahead of it is no longer optional; it's essential to protecting people, operations, and sensitive data. As conflicts in Ukraine and elsewhere have shown, commercially available drones can be quickly and cheaply repurposed to create real-world disruption. Inevitably these tactics will proliferate beyond conflict zones and into civilian and commercial environments. This pace means our notions of terrestrial security must expand to the skies. Forward-thinking operators must begin accounting for the airspace above their facilities now, not later.",800,Not Relevant,0.95,neutral,deepseek-chat,2026-04-30T14:00:58.085134
DOC_984622706145_P0012,DOC_984622706145,GDELT/RSS,Drones and data centers the AI boom is outpacing security protocol,Various,Grid Infrastructure,Article,AI/Data Center Demand,rebuild,,,"Just as airports and other critical infrastructure have learned, early planning is key to effective mitigation. A layered security approach combining radar, RF sensing, and other detection technologies provides the best chance to identify and address drone activity before it becomes a crisis. This article was co-authored by Andrew Corsaro, Vice President of Consulting Services at physical security consultancy ZBeta. Comments",428,Not Relevant,0.95,neutral,deepseek-chat,2026-04-30T14:01:00.369594
DOC_9ffbdd3d965b_P0001,DOC_9ffbdd3d965b,GDELT/RSS,Alaska proved reserves increased in 2024 while nationwide proved reserves fell,Various,Oilfield Services,Article,General Energy,rebuild,https://www.eia.gov/todayinenergy/detail.php?id=67624,2024-06-01,"Oil and gas producers operating in Alaska reported increases in proved reserves in 2024 at a time when low prices triggered a decrease in nationwide proved reserves, according to our recently released U.S. Crude Oil and Natural Gas Proved Reserves, Year-End 2024 report. Alaska’s crude oil and lease condensate proved reserves increased 5%, and natural gas proved reserves increased nearly 7% in 2024. U.S. proved reserves of crude oil and lease condensate totaled about 46 billion barrels at year-end 2024, a 1% decline from 2023. U.S. proved reserves of natural gas also fell, decreasing 3% to 584 trillion cubic feet (Tcf) at year-end 2024.",643,Not Relevant,0.95,neutral,deepseek-chat,2026-04-30T14:01:02.465895
DOC_9ffbdd3d965b_P0002,DOC_9ffbdd3d965b,GDELT/RSS,Alaska proved reserves increased in 2024 while nationwide proved reserves fell,Various,Oilfield Services,Article,General Energy,rebuild,https://www.eia.gov/todayinenergy/detail.php?id=67624,2024-06-01,"Proved reserves are operator estimates of oil and natural gas volumes that geological and engineering data demonstrate with reasonable certainty are recoverable under existing economic and operating conditions. The price of crude oil and natural gas can affect the reserve estimates, and lower prices in 2024 heavily influenced proved reserves estimates. Average spot prices for both crude oil and natural gas decreased in 2024 for the second year in a row. Average wholesale prices at the domestic benchmarks for West Texas Intermediate crude oil and Henry Hub natural gas fell by 1% and 13%, respectively, from 2023 to 2024. Exploration and development in Alaska in 2024 increased, supporting upward revisions in reserves there despite the lower prices.",755,Not Relevant,0.95,neutral,deepseek-chat,2026-04-30T14:01:04.653289
DOC_9ffbdd3d965b_P0003,DOC_9ffbdd3d965b,GDELT/RSS,Alaska proved reserves increased in 2024 while nationwide proved reserves fell,Various,Oilfield Services,Article,General Energy,rebuild,https://www.eia.gov/todayinenergy/detail.php?id=67624,2024-06-01,"Natural gas reserves increased from 97 Tcf in 2023 to 103 Tcf in 2024, and crude oil reserves increased from 3.0 billion barrels in 2023 to 3.1 billion barrels in 2024. During 2024, Conoco Phillips’ Nuna project became operational and contributed to higher oil proved reserves in Alaska. Planned projects, including new wells at Prudhoe Bay in Alaska’s North Slope and new infrastructure to bring North Slope production to market, such as the Alaska LNG Project, could contribute to increasing proved reserves in the future. More recently, changes in federal policies are aimed at increasing Alaskan production. On January 20, 2025, President Donald J.",652,Policy-Backed Capex,0.85,positive,deepseek-chat,2026-04-30T14:01:06.840935
DOC_9ffbdd3d965b_P0004,DOC_9ffbdd3d965b,GDELT/RSS,Alaska proved reserves increased in 2024 while nationwide proved reserves fell,Various,Oilfield Services,Article,General Energy,rebuild,https://www.eia.gov/todayinenergy/detail.php?id=67624,2024-06-01,"Trump issued an Executive Order, Unleashing Alaska’s Extraordinary Resource Potential, which expedites the permitting and leasing of energy and natural resource projects in Alaska and prioritizes the development of Alaska’s liquefied natural gas (LNG) potential. The order highlights the sale and transportation of Alaska’s LNG to other regions of the United States and allied nations within the Pacific region. On March 18, 2026, the Bureau of Land Management awarded 1.3 million acres in a National Petroleum Reserve lease sale. Crude oil and lease condensate proved reserves volumes decreased the most in Texas, by 529 million barrels, or 3%. Operators in North Dakota reported the second-largest decrease of proved oil reserves, down 487 million barrels, or 11%. Source: U.S.",779,Policy-Backed Capex,0.95,positive,deepseek-chat,2026-04-30T14:01:09.282110
DOC_9ffbdd3d965b_P0005,DOC_9ffbdd3d965b,GDELT/RSS,Alaska proved reserves increased in 2024 while nationwide proved reserves fell,Various,Oilfield Services,Article,General Energy,rebuild,https://www.eia.gov/todayinenergy/detail.php?id=67624,2024-06-01,"Energy Information Administration, U.S. Crude Oil and Natural Gas Proved Reserves, Year-End 2024
Source: U.S. Energy Information Administration, U.S. Crude Oil and Natural Gas Proved Reserves, Year-End 2024
Natural gas proved reserves volumes decreased the most in Texas, by 10.2 Tcf, or 7%, followed by Louisiana, where proved natural gas reserves fell by 8.4 Tcf, or 26%, in 2024. Source: U.S. Energy Information Administration, U.S. Crude Oil and Natural Gas Proved Reserves, Year-End 2024
Source: U.S. Energy Information Administration, U.S. Crude Oil and Natural Gas Proved Reserves, Year-End 2024
Our U.S.",611,Not Relevant,0.95,neutral,deepseek-chat,2026-04-30T14:01:11.436362
DOC_9ffbdd3d965b_P0006,DOC_9ffbdd3d965b,GDELT/RSS,Alaska proved reserves increased in 2024 while nationwide proved reserves fell,Various,Oilfield Services,Article,General Energy,rebuild,https://www.eia.gov/todayinenergy/detail.php?id=67624,2024-06-01,"Crude Oil and Natural Gas Proved Reserves, Year-End 2024 report includes additional data on proved reserves, including crude oil and lease condensate reserves from shale plays by state and area. We estimate reserves within each state individually and some state subdivisions. Areas with subdivisions are the states of California, Louisiana, New Mexico, and Texas as well as the Federal Offshore region. Principal contributor: Steven Grape
Tags: reserves, natural gas, liquid fuels, crude oil, oil/petroleum, states, Alaska, map",527,Not Relevant,0.95,neutral,deepseek-chat,2026-04-30T14:01:13.684529
DOC_doc_dongfang_2025_annual_P0001,DOC_doc_dongfang_2025_annual,DOC Dongfang 2025 Annual Summary,DOC Dongfang 2025 Annual Summary,Dongfang Electric,Grid Infrastructure,Article,Dongfang Financials,rebuild,,2025-06-01,"Document: Dongfang Electric 2025 Annual Report Summary
Source: www.dec-ltd.cn
Published: 2025-04-01
Company: Dongfang Electric Corporation Limited
Stock Code: 600875.SH / 01072.HK",179,Not Relevant,0.95,neutral,deepseek-chat,2026-04-30T14:01:15.680863
DOC_doc_dongfang_2025_annual_P0002,DOC_doc_dongfang_2025_annual,DOC Dongfang 2025 Annual Summary,DOC Dongfang 2025 Annual Summary,Dongfang Electric,Grid Infrastructure,Article,Dongfang Financials,rebuild,,2025-06-01,"FINANCIAL HIGHLIGHTS 2025:
- Revenue: 78.62 billion yuan (+12.80% year-over-year)
- Company is dual-listed in Shanghai and Hong Kong
- Office: Chengdu, Sichuan Province",168,Not Relevant,0.95,neutral,deepseek-chat,2026-04-30T14:01:17.782025
DOC_doc_dongfang_2025_annual_P0003,DOC_doc_dongfang_2025_annual,DOC Dongfang 2025 Annual Summary,DOC Dongfang 2025 Annual Summary,Dongfang Electric,Grid Infrastructure,Article,Dongfang Financials,rebuild,,2025-06-01,"BUSINESS SEGMENT:
- Power generation equipment manufacturing
- Grid infrastructure and transmission
- State Grid contracts and policy-backed capex
- New-type power system development
- Source-grid-load-storage integration",221,Policy-Backed Capex,0.95,positive,deepseek-chat,2026-04-30T14:01:20.004615
DOC_doc_dongfang_2025_annual_P0004,DOC_doc_dongfang_2025_annual,DOC Dongfang 2025 Annual Summary,DOC Dongfang 2025 Annual Summary,Dongfang Electric,Grid Infrastructure,Article,Dongfang Financials,rebuild,,2025-06-01,"CONTACT:
- IR Email: dsb@dongfang.com
- Phone: 028-87583666
- Board Secretary: Feng Yong (Hong Kong Stock Exchange contact)",123,Not Relevant,1.0,neutral,deepseek-chat,2026-04-30T14:01:22.137160
DOC_doc_dongfang_2025_annual_P0005,DOC_doc_dongfang_2025_annual,DOC Dongfang 2025 Annual Summary,DOC Dongfang 2025 Annual Summary,Dongfang Electric,Grid Infrastructure,Article,Dongfang Financials,rebuild,,2025-06-01,"MAJOR SHAREHOLDERS:
- Hong Kong Central Clearing: 15.20% (40,595.64 shares)
- China SOE Mixed Reform Fund: 3.88% (10,365.58 shares)",131,Not Relevant,1.0,neutral,deepseek-chat,2026-04-30T14:01:24.308151
DOC_doc_dongfang_2025_annual_P0006,DOC_doc_dongfang_2025_annual,DOC Dongfang 2025 Annual Summary,DOC Dongfang 2025 Annual Summary,Dongfang Electric,Grid Infrastructure,Article,Dongfang Financials,rebuild,,2025-06-01,"RECENT ANNOUNCEMENTS:
- Board Resolution November 2025
- Subsidiary Investment Announcement November 2025",105,Not Relevant,0.95,neutral,deepseek-chat,2026-04-30T14:01:26.455964
DOC_doc_eia_aeo2025_narrativ_P0001,DOC_doc_eia_aeo2025_narrativ,GDELT/RSS,DOC EIA AEO2025 Narrative,Various,Grid Infrastructure,Article,General Energy,rebuild,,2025-04-01,"The U.S. Energy Information Administration (EIA), the statistical and analytical agency within the
U.S. Department of Energy (DOE), prepared this report. By law, our data, analyses, and forecasts are
independent of approval by any other officer or employee of the U.S. Government. The views in this
report do not represent those of DOE or any other federal agencies.
U.S. Energy Information Administration | Annual Energy Outlook 2025 i",436,Not Relevant,0.95,neutral,deepseek-chat,2026-04-30T14:01:28.784324
DOC_doc_eia_aeo2025_narrativ_P0002,DOC_doc_eia_aeo2025_narrativ,GDELT/RSS,DOC EIA AEO2025 Narrative,Various,Grid Infrastructure,Article,General Energy,rebuild,,2025-04-01,"April 2025
Table of Contents
Introduction .................................................................................................................................................. 2
Modeled Cases .............................................................................................................................................. 3
AEO2025 Reference Case .............................................................................................................................. 3
Alternative Electricity case ............................................................................................................................",655,Electricity Demand,0.85,neutral,deepseek-chat,2026-04-30T14:01:31.003331
DOC_doc_eia_aeo2025_narrativ_P0003,DOC_doc_eia_aeo2025_narrativ,GDELT/RSS,DOC EIA AEO2025 Narrative,Various,Grid Infrastructure,Article,General Energy,rebuild,,2025-04-01,"3
Alternative Transportation case ................................................................................................................... 3
High and Low Oil Price cases ......................................................................................................................... 3
High and Low Oil and Gas Supply cases ........................................................................................................ 4
High and Low Zero Carbon Technology Cost cases ....................................................................................... 4
High and Low Economic Growth cases .........................................................................................................",727,Not Relevant,0.95,neutral,deepseek-chat,2026-04-30T14:01:33.216446
DOC_doc_eia_aeo2025_narrativ_P0004,DOC_doc_eia_aeo2025_narrativ,GDELT/RSS,DOC EIA AEO2025 Narrative,Various,Grid Infrastructure,Article,General Energy,rebuild,,2025-04-01,"4
Major Changes for AEO2025 ......................................................................................................................... 4
U.S. Energy Information Administration | Annual Energy Outlook 2025 1",221,Not Relevant,0.95,neutral,deepseek-chat,2026-04-30T14:01:35.536734
